날짜,자치구,동,업종,업종코드,평균매출액,평균배달건수
2022년 10월,강서구,화곡4동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 10월,강서구,화곡8동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 10월,강서구,화곡2동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,방화2동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,방화1동,기타간이>김밥/만두/분식,I21007,"2,430,980원",125건
2022년 09월,강서구,가양1동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,공항동,기타간이>김밥/만두/분식,I21007,"2,430,980원",125건
2022년 09월,강서구,가양2동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,등촌3동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,가양3동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,발산1동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,우장산동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,등촌1동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,염창동,기타간이>김밥/만두/분식,I21007,"5,509,538원",285건
2022년 09월,강서구,화곡6동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,등촌2동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,화곡3동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,화곡본동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,화곡1동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,화곡4동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,화곡8동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 09월,강서구,화곡2동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 08월,강서구,방화2동,기타간이>김밥/만두/분식,I21007,0원,0건
2022년 08월,강서구,방화1동,기타간이>김밥/만두/분식,I21007,"2,498,415원",127건
2022년 08월,강서구,가양1동,기타간이>김밥/만두/분식,I21007,0원,0건
